Ticker,Sector,Industry,Market Cap,EBITDA,EPS,PE Ratio,Revenue,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Debt to Equity Ratio,Book Value per Share,Operating Cash Flow,Price-Earnings Growth,Beta,Share Price
UHS,Healthcare,Medical Care Facilities,12593492992,2124051968,15.01,12.718854,15417758720,0.06655,0.09694,0.06822,0.16341,76.373,100.138,1861095040,,1.297,190.9099985
VLO,Energy,Oil & Gas Refining & Marketing,43793203200,7816000000,11.38,12.155536,1.29E+11,0.028670002,0.01682,0.051090002,0.13797,38.593,79.767,6851999744,,1.374,138.3299997
VTR,Real Estate,REIT - Healthcare Facilities,25579683840,1857009024,-0.14,,4797114880,-0.01386,0.15880999,0.017549999,-0.00543,136.679,23.277,1235068032,,1.39,
VLTO,Industrials,Pollution & Treatment Controls,25576593408,1264999936,3.24,31.919752,5136000000,0.15693,0.23211999,0.12967,0.5368,143.52,7.905,853000000,,,103.4199965
VRSN,Technology,Software - Infrastructure,20534646784,1089200000,8.57,24.933489,1542400000,0.55686,0.68945,0.4159,,,-19.716,875299968,,0.911,213.6800007
VRSK,Industrials,Consulting Services,40140644352,1363000064,6.48,43.867287,2823300096,0.32650003,0.42975,0.16983,2.65609,1069.413,2.119,1140999936,,0.862,284.2600198
VZ,Communication Services,Telecom Services,1.71E+11,48428998656,4.14,9.798309,1.34E+11,0.07298,0.23933001,0.04982,0.10431,182.615,22.882,35157000192,,0.418,40.56499926
VRTX,Healthcare,Biotechnology,1.14E+11,4446600192,-1.91,,10625800192,-0.045149997,0.40824002,0.12051,-0.029849999,11.35,60.646,-842600000,,0.394,
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,13380144128,4586699776,-0.73,,15048500224,-0.0587,0.13884,0.024820002,-0.043449998,80.912,16.582,2288300032,,0.929,
VICI,Real Estate,REIT - Diversified,31830663168,3661391104,2.7,11.183333,3805018112,0.73902,0.98638,0.05209,0.111899994,66.55,24.935,2313893120,,0.961,30.1949991
V,Financial Services,Credit Services,6.54E+11,24973000704,9.74,34.65195,35925999616,0.54955,0.66122,0.16174,0.50708,53.239,20.077,19950000128,,0.952,337.509993
VST,Utilities,Utilities - Independent Power Producers,48443076608,6019999744,5.3,26.865093,16264999936,0.12505001,0.41158,0.06409,0.30168,183.15,8.702,4091000064,,1.111,142.3849929
VMC,Basic Materials,Building Materials,36344610816,1985699968,6.41,42.9346,7398300160,0.114300005,0.21044001,0.05888,0.11133,49.475,59.569,1451100032,,0.805,275.210786
WRB,Financial Services,Insurance - Property & Casualty,22654552064,,4.36,13.635321,13192565760,0.11956,0.15609999,0.03595,0.20537001,36.284,22.105,3566411008,,0.621,59.44999956
GWW,Industrials,Industrial Distribution,54977658880,2836999936,36.92,30.576925,16931999744,0.10802,0.15634,0.18872,0.52611,83.325,71.919,2287000064,,1.151,1128.900071
WAB,Industrials,Railroads,35220258816,2110000000,6.01,34.093174,10330000384,0.10252,0.16523,0.05445,0.103690006,39.063,59.112,1796999936,,1.272,204.8999757
WBA,Healthcare,Pharmaceutical Retailers,9270806528,2884000000,-10.24,,1.48E+11,-0.05849,0.02349,0.0059,-0.75969005,277.898,12.089,1018000000,,0.669,
WMT,Consumer Defensive,Discount Stores,7.86E+11,40779001856,2.42,40.415287,6.65E+11,0.02339,0.04689,0.069510005,0.18531999,69.566,10.412,33881999360,,0.516,97.80499454
DIS,Communication Services,Entertainment,2.04E+11,16750999552,2.72,41.514706,90027999232,0.053049996,0.14913,0.03622,0.0546,45.188,55.409,13255000064,,1.398,112.9200003
WBD,Communication Services,Entertainment,25169524736,7144999936,-4.58,,39578001408,-0.28342,0.05217,-0.00148,-0.27295,111.154,14.315,6238000128,,1.483,
WM,Industrials,Waste Management,85446811648,6381000192,6.56,32.452744,21386999808,0.12349,0.20093,0.0795,0.35025,208.894,19.88,5261000192,,0.747,212.8900006
WAT,Healthcare,Diagnostics & Research,24709998592,1008035008,10.49,39.67207,2905146880,0.21431999,0.28697002,0.11332,0.4964,120.473,27.003,752105984,,0.973,416.1600143
WEC,Utilities,Utilities - Regulated Electric,31295318016,3489200128,4.09,24.187042,8533199872,0.15143,0.2132,0.030380001,0.105220005,155.836,38.191,3110000128,,0.438,98.92500178
WFC,Financial Services,Banks - Diversified,2.55E+11,,5.37,14.4450655,77875003392,0.23228,0.31972,0.009509999,0.099139996,,49.218,12332999680,,1.136,77.57000174
WELL,Real Estate,REIT - Healthcare Facilities,86055755776,2930661888,1.56,88.589745,7555548160,0.121190004,0.17371,0.01853,0.03417,52.153,49.053,2067710976,,1.194,138.2000022
WST,Healthcare,Medical Instruments & Supplies,25020491776,744700032,6.73,51.334324,2876400128,0.17368999,0.22319001,0.09995,0.17778,11.188,37.96,702400000,,1.003,345.4800005
WDC,Technology,Computer Hardware,21566992384,2134000000,0.91,68.55494,14348000256,0.02648,0.15403,0.04044,0.033239998,,33.65,366000000,,1.394,62.3849954
WY,Real Estate,REIT - Specialty,22149853184,1234000000,0.73,41.760273,7190000128,0.07427,0.053540003,0.02674,0.052989997,51.335,13.659,1078000000,,1.428,30.48499929
WMB,Energy,Oil & Gas Midstream,66807844864,5864000000,2.36,23.222458,10366000128,0.27754,0.32817,0.04398,0.20583001,182.368,10.167,5568999936,,1.062,54.80500088
WTW,Financial Services,Insurance Brokers,33116868608,2580999936,-7.21,,9809000448,-0.07361,0.16600999,0.04843,-0.08361,79.115,74.273,1435000064,,0.742,
WDAY,Technology,Software - Application,71995564032,636000000,6.1,44.370495,7863000064,0.19598,0.053239997,0.01426,0.21080999,40.312,30.63,2388999936,,1.352,270.6600195
WYNN,Consumer Cyclical,Resorts & Casinos,9266189312,1829332992,8.33,10.129652,7129624064,0.1337,0.09162,0.05278,,,-2.583,1388504064,,1.802,84.38000116
XEL,Utilities,Utilities - Regulated Electric,38233030656,5510000128,3.37,19.756678,13763000320,0.13667,0.25165,0.02564,0.10262,154.33,33.708,4951000064,,0.398,66.58000486
XYL,Industrials,Specialty Industrial Machinery,29372049408,1688999936,3.48,34.74138,8424000000,0.098529994,0.13498001,0.04429,0.08081,19.84,43.593,1143000064,,1.05,120.9000024
YUM,Consumer Cyclical,Restaurants,36386799616,2608000000,5.35,24.371027,7223000064,0.21127,0.34447,0.24328,,,-27.407,1624000000,,1.095,130.3849945
ZBRA,Technology,Communication Equipment,20639221760,803000000,7.35,54.44082,4656000000,0.082040004,0.15618,0.05234,0.11873999,69.307,66.373,848000000,,1.645,400.140027
ZBH,Healthcare,Medical Devices,22431180800,2557400064,5.23,21.544474,7595500032,0.14265001,0.17997,0.0461,0.08713,53.611,61.997,1581500032,,1.021,112.677599
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,77546242048,3764000000,5.31,32.369118,9152000000,0.26552,0.38526002,0.14664,0.47303,129.442,11.591,2944999936,,0.896,171.8800166
