Store,Week,Week_of_yr,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,92,44,4/11/11,1697229.58,0,54.98,3.332,217.837382,7.866
1,93,45,11/11/11,1594938.89,0,59.11,3.297,217.9980849,7.866
1,94,46,18-11-2011,1539483.7,0,62.25,3.308,218.2205088,7.866
1,95,47,25-11-2011,2033320.66,1,60.14,3.236,218.4676211,7.866
1,96,48,2/12/11,1584083.95,0,48.91,3.172,218.7147333,7.866
1,97,49,9/12/11,1799682.38,0,43.93,3.158,218.9618456,7.866
1,98,50,16-12-2011,1881176.67,0,51.63,3.159,219.1794533,7.866
1,99,51,23-12-2011,2270188.99,0,47.96,3.112,219.3577216,7.866
1,100,52,30-12-2011,1497462.72,1,44.55,3.129,219.5359898,7.866
1,101,1,6/1/12,1550369.92,0,49.01,3.157,219.7142581,7.348
1,102,2,13-01-2012,1459601.17,0,48.53,3.261,219.8925263,7.348
1,103,3,20-01-2012,1394393.84,0,54.11,3.268,219.9856893,7.348
1,104,4,27-01-2012,1319325.59,0,54.26,3.29,220.0788523,7.348
1,105,5,3/2/12,1636339.65,0,56.55,3.36,220.1720153,7.348
1,106,6,10/2/12,1802477.43,1,48.02,3.409,220.2651783,7.348
1,107,7,17-02-2012,1819870,0,45.32,3.51,220.4257586,7.348
1,108,8,24-02-2012,1539387.83,0,57.25,3.555,220.636902,7.348
1,109,9,2/3/12,1688420.76,0,60.96,3.63,220.8480454,7.348
1,110,10,9/3/12,1675431.16,0,58.76,3.669,221.0591887,7.348
1,111,11,16-03-2012,1677472.78,0,64.74,3.734,221.2118132,7.348
1,112,12,23-03-2012,1511068.07,0,65.93,3.787,221.2864126,7.348
1,113,13,30-03-2012,1649604.63,0,67.61,3.845,221.3610119,7.348
1,114,14,6/4/12,1899676.88,0,70.43,3.891,221.4356112,7.143
1,115,15,13-04-2012,1621031.7,0,69.07,3.891,221.5102105,7.143
1,116,16,20-04-2012,1521577.87,0,66.76,3.877,221.5640737,7.143
1,117,17,27-04-2012,1468928.37,0,67.23,3.814,221.6179368,7.143
1,118,18,4/5/12,1684519.99,0,75.55,3.749,221.6718,7.143
1,119,19,11/5/12,1611096.05,0,73.77,3.688,221.7256632,7.143
1,120,20,18-05-2012,1595901.87,0,70.33,3.63,221.742674,7.143
1,121,21,25-05-2012,1555444.55,0,77.22,3.561,221.744944,7.143
1,122,22,1/6/12,1624477.58,0,77.95,3.501,221.7472139,7.143
1,123,23,8/6/12,1697230.96,0,78.3,3.452,221.7494839,7.143
1,124,24,15-06-2012,1630607,0,79.35,3.393,221.7626421,7.143
1,125,25,22-06-2012,1527845.81,0,78.39,3.346,221.8030211,7.143
1,126,26,29-06-2012,1540421.49,0,84.88,3.286,221.8434,7.143
1,127,27,6/7/12,1769854.16,0,81.57,3.227,221.8837789,6.908
1,128,28,13-07-2012,1527014.04,0,77.12,3.256,221.9241579,6.908
1,129,29,20-07-2012,1497954.76,0,80.42,3.311,221.9327267,6.908
1,130,30,27-07-2012,1439123.71,0,82.66,3.407,221.9412954,6.908
1,131,31,3/8/12,1631135.79,0,86.11,3.417,221.9498642,6.908
1,132,32,10/8/12,1592409.97,0,85.05,3.494,221.9584329,6.908
1,133,33,17-08-2012,1597868.05,0,84.85,3.571,222.0384109,6.908
1,134,34,24-08-2012,1494122.38,0,77.66,3.62,222.1719457,6.908
1,135,35,31-08-2012,1582083.4,0,80.49,3.638,222.3054805,6.908
1,136,36,7/9/12,1661767.33,1,83.96,3.73,222.4390153,6.908
1,137,37,14-09-2012,1517428.87,0,74.97,3.717,222.5820193,6.908
1,138,38,21-09-2012,1506126.06,0,69.87,3.721,222.7818386,6.908
1,139,39,28-09-2012,1437059.26,0,76.08,3.666,222.9816579,6.908
1,140,40,5/10/12,1670785.97,0,68.55,3.617,223.1814772,6.573
1,141,41,12/10/12,1573072.81,0,62.99,3.601,223.3812965,6.573
1,142,42,19-10-2012,1508068.77,0,67.97,3.594,223.4257233,6.573
1,143,43,26-10-2012,1493659.74,0,69.16,3.506,223.4442513,6.573
2,1,5,5/2/10,2136989.46,0,40.19,2.572,210.7526053,8.324
2,2,6,12/2/10,2137809.5,1,38.49,2.548,210.8979935,8.324
2,3,7,19-02-2010,2124451.54,0,39.69,2.514,210.9451605,8.324
2,4,8,26-02-2010,1865097.27,0,46.1,2.561,210.9759573,8.324
2,5,9,5/3/10,1991013.13,0,47.17,2.625,211.0067542,8.324
2,6,10,12/3/10,1990483.78,0,57.56,2.667,211.037551,8.324
2,7,11,19-03-2010,1946070.88,0,54.52,2.72,210.8733316,8.324
2,8,12,26-03-2010,1750197.81,0,51.26,2.732,210.6766095,8.324
2,9,13,2/4/10,2066187.72,0,63.27,2.719,210.4798874,8.2
2,10,14,9/4/10,1954689.21,0,65.41,2.77,210.2831653,8.2
2,11,15,16-04-2010,1874957.94,0,68.07,2.808,210.1495463,8.2
2,12,16,23-04-2010,1821990.93,0,65.11,2.795,210.1000648,8.2
2,13,17,30-04-2010,1802450.29,0,66.98,2.78,210.0505833,8.2
2,14,18,7/5/10,2042581.71,0,71.28,2.835,210.0011018,8.2
2,15,19,14-05-2010,1880752.36,0,73.31,2.854,209.9984585,8.2
2,16,20,21-05-2010,1896937.1,0,74.83,2.826,210.2768443,8.2
2,17,21,28-05-2010,1957113.89,0,81.13,2.759,210.5552301,8.2
2,18,22,4/6/10,2102539.93,0,81.81,2.705,210.833616,8.2
2,19,23,11/6/10,2025538.76,0,83.4,2.668,211.1120018,8.2
2,20,24,18-06-2010,2001636.96,0,85.81,2.637,211.1096543,8.2
2,21,25,25-06-2010,1939927.09,0,86.26,2.653,210.9950134,8.2
2,22,26,2/7/10,2003940.64,0,82.74,2.669,210.8803726,8.099
2,23,27,9/7/10,1880902.62,0,82.59,2.642,210.7657317,8.099
2,24,28,16-07-2010,1845879.79,0,85.32,2.623,210.7577954,8.099
2,25,29,23-07-2010,1781717.71,0,87.66,2.608,210.8921319,8.099
2,26,30,30-07-2010,1804246.16,0,83.49,2.64,211.0264684,8.099
2,27,31,6/8/10,1991909.98,0,89.53,2.627,211.1608049,8.099
2,28,32,13-08-2010,1895601.05,0,89.05,2.692,211.2951413,8.099
2,29,33,20-08-2010,1964335.23,0,88.7,2.664,211.2596586,8.099
2,30,34,27-08-2010,1863840.49,0,87.12,2.619,211.2241759,8.099
2,31,35,3/9/10,1904608.09,0,81.83,2.577,211.1886931,8.099
2,32,36,10/9/10,1839128.83,1,79.09,2.565,211.1532104,8.099
2,33,37,17-09-2010,1793903.6,0,82.05,2.582,211.1806415,8.099
2,34,38,24-09-2010,1724557.22,0,81.79,2.624,211.2552578,8.099
2,35,39,1/10/10,1827440.43,0,69.24,2.603,211.3298742,8.163
2,36,40,8/10/10,1849921.44,0,63.19,2.633,211.4044906,8.163
2,37,41,15-10-2010,1794355.49,0,65.8,2.72,211.4713286,8.163
2,38,42,22-10-2010,1737947.64,0,68.5,2.725,211.5187208,8.163
2,39,43,29-10-2010,1802755.11,0,66.24,2.716,211.5661131,8.163
2,40,44,5/11/10,1939061.41,0,57.85,2.689,211.6135053,8.163
2,41,45,12/11/10,1916812.74,0,59.69,2.728,211.6608975,8.163
2,42,46,19-11-2010,1956739.17,0,50.81,2.771,211.5470304,8.163
2,43,47,26-11-2010,2658725.29,1,62.98,2.735,211.4062867,8.163
2,44,48,3/12/10,2015781.27,0,49.33,2.708,211.265543,8.163
2,45,49,10/12/10,2378726.55,0,45.5,2.843,211.1247993,8.163
2,46,50,17-12-2010,2609166.75,0,47.55,2.869,211.0645458,8.163
2,47,51,24-12-2010,3436007.68,0,49.97,2.886,211.0646599,8.163
2,48,52,31-12-2010,1750434.55,1,47.3,2.943,211.064774,8.163
2,49,1,7/1/11,1758050.79,0,44.69,2.976,211.0648881,8.028
2,50,2,14-01-2011,1744193.58,0,33.02,2.983,211.1176713,8.028
2,51,3,21-01-2011,1751384.9,0,41.4,3.016,211.4864691,8.028
2,52,4,28-01-2011,1695371.68,0,42.83,3.01,211.8552668,8.028
2,53,5,4/2/11,1929346.23,0,38.25,2.989,212.2240646,8.028
2,54,6,11/2/11,2168041.61,1,33.19,3.022,212.5928624,8.028
2,55,7,18-02-2011,2080884.82,0,57.83,3.045,212.9033115,8.028
2,56,8,25-02-2011,1833511.08,0,60.8,3.065,213.190421,8.028
2,57,9,4/3/11,1981607.78,0,57.77,3.288,213.4775305,8.028
2,58,10,11/3/11,1879107.31,0,52.7,3.459,213.7646401,8.028
2,59,11,18-03-2011,1902557.66,0,62.32,3.488,214.0156238,8.028
2,60,12,25-03-2011,1766162.05,0,69.42,3.473,214.2521573,8.028
2,61,13,1/4/11,1800171.36,0,55.43,3.524,214.4886908,7.931
2,62,14,8/4/11,1847552.61,0,67,3.622,214.7252242,7.931
2,63,15,15-04-2011,1856467.84,0,69.48,3.743,214.9420631,7.931
2,64,16,22-04-2011,1886339.6,0,69.39,3.807,215.1096657,7.931
2,65,17,29-04-2011,1745545.28,0,69.21,3.81,215.2772683,7.931
2,66,18,6/5/11,1837743.6,0,61.48,3.906,215.4448709,7.931
2,67,19,13-05-2011,1838513.07,0,74.61,3.899,215.6124735,7.931
2,68,20,20-05-2011,1688281.86,0,67.14,3.907,215.3834778,7.931
2,69,21,27-05-2011,1797732.56,0,76.42,3.786,215.1544822,7.931
2,70,22,3/6/11,1933756.21,0,83.07,3.699,214.9254865,7.931
2,71,23,10/6/11,1929153.16,0,83.4,3.648,214.6964908,7.931
2,72,24,17-06-2011,1953771.99,0,86.53,3.637,214.6513538,7.931
2,73,25,24-06-2011,1790925.8,0,85.17,3.594,214.7441108,7.931
2,74,26,1/7/11,1866243,0,85.69,3.524,214.8368678,7.852
2,75,27,8/7/11,1853161.99,0,87.7,3.48,214.9296249,7.852
2,76,28,15-07-2011,1785187.29,0,89.83,3.575,215.0134426,7.852
2,77,29,22-07-2011,1743816.41,0,89.34,3.651,215.0749122,7.852
2,78,30,29-07-2011,1680693.06,0,90.07,3.682,215.1363819,7.852
2,79,31,5/8/11,1876704.26,0,93.34,3.684,215.1978515,7.852
2,80,32,12/8/11,1812768.26,0,91.58,3.638,215.2593211,7.852
2,81,33,19-08-2011,1844094.59,0,89.86,3.554,215.3229307,7.852
2,82,34,26-08-2011,1821139.91,0,90.45,3.523,215.386897,7.852
2,83,35,2/9/11,1809119.7,0,89.64,3.533,215.4508632,7.852
2,84,36,9/9/11,1748000.65,1,77.97,3.546,215.5148295,7.852
2,85,37,16-09-2011,1691439.52,0,78.85,3.526,215.6944378,7.852
2,86,38,23-09-2011,1669299.78,0,75.58,3.467,216.0282356,7.852
2,87,39,30-09-2011,1650394.44,0,78.14,3.355,216.3620333,7.852
2,88,40,7/10/11,1837553.43,0,69.92,3.285,216.6958311,7.441
2,89,41,14-10-2011,1743882.19,0,71.67,3.274,217.0048261,7.441
2,90,42,21-10-2011,1834680.25,0,64.53,3.353,217.1650042,7.441
2,91,43,28-10-2011,1769296.25,0,65.87,3.372,217.3251824,7.441
2,92,44,4/11/11,1959707.9,0,55.53,3.332,217.4853605,7.441
2,93,45,11/11/11,1920725.15,0,59.33,3.297,217.6455387,7.441
2,94,46,18-11-2011,1902762.5,0,62.01,3.308,217.8670218,7.441
2,95,47,25-11-2011,2614202.3,1,56.36,3.236,218.1130269,7.441
2,96,48,2/12/11,1954952,0,48.74,3.172,218.3590319,7.441
2,97,49,9/12/11,2290549.32,0,41.76,3.158,218.605037,7.441
2,98,50,16-12-2011,2432736.52,0,50.13,3.159,218.8217928,7.441
2,99,51,23-12-2011,3224369.8,0,46.66,3.112,218.9995495,7.441
2,100,52,30-12-2011,1874226.52,1,44.57,3.129,219.1773063,7.441
2,101,1,6/1/12,1799520.14,0,46.75,3.157,219.355063,7.057
2,102,2,13-01-2012,1744725.48,0,45.99,3.261,219.5328198,7.057
2,103,3,20-01-2012,1711769.11,0,51.7,3.268,219.6258417,7.057
2,104,4,27-01-2012,1660906.14,0,50.5,3.29,219.7188636,7.057
2,105,5,3/2/12,1935299.94,0,55.21,3.36,219.8118854,7.057
2,106,6,10/2/12,2103322.68,1,46.98,3.409,219.9049073,7.057
2,107,7,17-02-2012,2196688.46,0,43.82,3.51,220.0651993,7.057
2,108,8,24-02-2012,1861802.7,0,54.63,3.555,220.275944,7.057
2,109,9,2/3/12,1952555.66,0,58.79,3.63,220.4866886,7.057
2,110,10,9/3/12,1937628.26,0,57.11,3.669,220.6974332,7.057
2,111,11,16-03-2012,1976082.13,0,63.68,3.734,220.8498468,7.057
2,112,12,23-03-2012,1790439.16,0,64.01,3.787,220.9244858,7.057
2,113,13,30-03-2012,1857480.84,0,66.83,3.845,220.9991248,7.057
2,114,14,6/4/12,2129035.91,0,68.43,3.891,221.0737638,6.891
2,115,15,13-04-2012,1935869.1,0,68.08,3.891,221.1484028,6.891
2,116,16,20-04-2012,1847344.45,0,65.69,3.877,221.2021074,6.891
2,117,17,27-04-2012,1764133.09,0,67.2,3.814,221.255812,6.891
2,118,18,4/5/12,1923957.09,0,76.73,3.749,221.3095166,6.891
2,119,19,11/5/12,1917520.99,0,73.87,3.688,221.3632212,6.891
2,120,20,18-05-2012,2000940.67,0,71.27,3.63,221.380331,6.891
2,121,21,25-05-2012,1912791.09,0,78.19,3.561,221.3828029,6.891
2,122,22,1/6/12,1910092.37,0,78.38,3.501,221.3852748,6.891
2,123,23,8/6/12,2010216.49,0,78.69,3.452,221.3877467,6.891
2,124,24,15-06-2012,1962924.3,0,80.56,3.393,221.4009901,6.891
2,125,25,22-06-2012,1887733.21,0,81.04,3.346,221.4411622,6.891
2,126,26,29-06-2012,1881046.12,0,86.32,3.286,221.4813343,6.891
2,127,27,6/7/12,2041507.4,0,84.2,3.227,221.5215064,6.565
2,128,28,13-07-2012,1830075.13,0,80.17,3.256,221.5616784,6.565
2,129,29,20-07-2012,1819666.46,0,83.23,3.311,221.5701123,6.565
2,130,30,27-07-2012,1757923.88,0,86.37,3.407,221.5785461,6.565
2,131,31,3/8/12,1946104.64,0,90.22,3.417,221.5869799,6.565
2,132,32,10/8/12,1866719.96,0,88.55,3.494,221.5954138,6.565
2,133,33,17-08-2012,1928016.01,0,84.79,3.571,221.6751459,6.565
2,134,34,24-08-2012,1876788.15,0,76.91,3.62,221.8083518,6.565
2,135,35,31-08-2012,1947083.3,0,82.64,3.638,221.9415576,6.565
2,136,36,7/9/12,1898777.07,1,87.65,3.73,222.0747635,6.565
2,137,37,14-09-2012,1814806.63,0,75.88,3.717,222.2174395,6.565
2,138,38,21-09-2012,1829415.67,0,71.09,3.721,222.4169362,6.565
2,139,39,28-09-2012,1746470.56,0,79.45,3.666,222.6164329,6.565
2,140,40,5/10/12,1998321.04,0,70.27,3.617,222.8159296,6.17
2,141,41,12/10/12,1900745.13,0,60.97,3.601,223.0154263,6.17
2,142,42,19-10-2012,1847990.41,0,68.08,3.594,223.0598077,6.17
2,143,43,26-10-2012,1834458.35,0,69.79,3.506,223.0783366,6.17
3,1,5,5/2/10,461622.22,0,45.71,2.572,214.4248812,7.368
3,2,6,12/2/10,420728.96,1,47.93,2.548,214.5747916,7.368
3,3,7,19-02-2010,421642.19,0,47.07,2.514,214.6198868,7.368
3,4,8,26-02-2010,407204.86,0,52.05,2.561,214.6475127,7.368
3,5,9,5/3/10,415202.04,0,53.04,2.625,214.6751386,7.368
3,6,10,12/3/10,384200.69,0,63.08,2.667,214.7027646,7.368
3,7,11,19-03-2010,375328.59,0,60.42,2.72,214.5301219,7.368
3,8,12,26-03-2010,359949.27,0,57.06,2.732,214.3241011,7.368
3,9,13,2/4/10,423294.4,0,65.56,2.719,214.1180803,7.343
3,10,14,9/4/10,415870.28,0,68,2.77,213.9120595,7.343
3,11,15,16-04-2010,354993.26,0,66.98,2.808,213.7726889,7.343
3,12,16,23-04-2010,339976.65,0,67.87,2.795,213.7221852,7.343
3,13,17,30-04-2010,361248.39,0,70.24,2.78,213.6716815,7.343
3,14,18,7/5/10,399323.86,0,73.47,2.835,213.6211778,7.343
3,15,19,14-05-2010,384357.94,0,77.18,2.854,213.6196139,7.343
3,16,20,21-05-2010,343763.17,0,75.81,2.826,213.9116886,7.343
3,17,21,28-05-2010,350089.23,0,78.6,2.759,214.2037634,7.343
3,18,22,4/6/10,396968.8,0,78.53,2.705,214.4958382,7.343
3,19,23,11/6/10,355017.09,0,82.1,2.668,214.787913,7.343
3,20,24,18-06-2010,364076.85,0,83.52,2.637,214.7858259,7.343
3,21,25,25-06-2010,357346.48,0,83.79,2.653,214.6660741,7.343
3,22,26,2/7/10,381151.72,0,82.2,2.669,214.5463222,7.346
3,23,27,9/7/10,349214.18,0,81.75,2.642,214.4265704,7.346
3,24,28,16-07-2010,352728.78,0,84.32,2.623,214.4176476,7.346
3,25,29,23-07-2010,352864.49,0,83.32,2.608,214.5564968,7.346
3,26,30,30-07-2010,347955.05,0,82.04,2.64,214.695346,7.346
3,27,31,6/8/10,402635.76,0,85.13,2.627,214.8341952,7.346
3,28,32,13-08-2010,339597.38,0,86.74,2.692,214.9730444,7.346
3,29,33,20-08-2010,351728.21,0,88.02,2.664,214.9314191,7.346
3,30,34,27-08-2010,362134.09,0,86.15,2.619,214.8897938,7.346
3,31,35,3/9/10,366473.97,0,84.16,2.577,214.8481685,7.346
3,32,36,10/9/10,352260.97,1,80.84,2.565,214.8065431,7.346
3,33,37,17-09-2010,363064.64,0,82.36,2.582,214.8322484,7.346
3,34,38,24-09-2010,355626.87,0,76.9,2.624,214.9084516,7.346
3,35,39,1/10/10,358784.1,0,73.6,2.603,214.9846548,7.564
3,36,40,8/10/10,395107.35,0,66.99,2.633,215.060858,7.564
3,37,41,15-10-2010,345584.39,0,69.71,2.72,215.1293114,7.564
3,38,42,22-10-2010,348895.98,0,71.64,2.725,215.17839,7.564
3,39,43,29-10-2010,348591.74,0,72.04,2.716,215.2274686,7.564
3,40,44,5/11/10,423175.56,0,62.94,2.689,215.2765472,7.564
3,41,45,12/11/10,386635.03,0,62.79,2.728,215.3256258,7.564
3,42,46,19-11-2010,372545.32,0,57.72,2.771,215.2074519,7.564
3,43,47,26-11-2010,565567.84,1,68.71,2.735,215.0614025,7.564
3,44,48,3/12/10,476420.77,0,53.76,2.708,214.9153531,7.564
3,45,49,10/12/10,467642.03,0,51.13,2.843,214.7693037,7.564
3,46,50,17-12-2010,498159.39,0,52.2,2.869,214.704919,7.564
3,47,51,24-12-2010,605990.41,0,57.16,2.886,214.7017828,7.564
3,48,52,31-12-2010,382677.76,1,53.2,2.943,214.6986466,7.564
3,49,1,7/1/11,378241.34,0,53.35,2.976,214.6955104,7.551
3,50,2,14-01-2011,381061.1,0,44.76,2.983,214.7470729,7.551
3,51,3,21-01-2011,350876.7,0,50.74,3.016,215.1268275,7.551
3,52,4,28-01-2011,364866.24,0,48.71,3.01,215.5065821,7.551
3,53,5,4/2/11,438516.53,0,45.95,2.989,215.8863367,7.551
3,54,6,11/2/11,430526.21,1,43.57,3.022,216.2660913,7.551
3,55,7,18-02-2011,432782.1,0,61.58,3.045,216.5843571,7.551
3,56,8,25-02-2011,397211.19,0,67.4,3.065,216.8780275,7.551
3,57,9,4/3/11,437084.51,0,65.11,3.288,217.1716979,7.551
3,58,10,11/3/11,404753.3,0,61.29,3.459,217.4653683,7.551
3,59,11,18-03-2011,392109.51,0,69.47,3.488,217.7235226,7.551
3,60,12,25-03-2011,380683.67,0,72.94,3.473,217.9674705,7.551
3,61,13,1/4/11,374556.08,0,68.76,3.524,218.2114184,7.574
3,62,14,8/4/11,384075.31,0,72.55,3.622,218.4553663,7.574
3,63,15,15-04-2011,366250.69,0,75.88,3.743,218.6788642,7.574
3,64,16,22-04-2011,391860.04,0,76.91,3.807,218.851237,7.574
3,65,17,29-04-2011,367405.4,0,78.69,3.81,219.0236099,7.574
3,66,18,6/5/11,413042.12,0,69.45,3.906,219.1959827,7.574
3,67,19,13-05-2011,386312.68,0,79.87,3.899,219.3683556,7.574
3,68,20,20-05-2011,364603.13,0,75.79,3.907,219.127216,7.574
3,69,21,27-05-2011,369350.6,0,84.41,3.786,218.8860765,7.574
3,70,22,3/6/11,394507.84,0,84.29,3.699,218.6449369,7.574
3,71,23,10/6/11,391638.75,0,84.84,3.648,218.4037974,7.574
3,72,24,17-06-2011,403423.34,0,86.96,3.637,218.3551748,7.574
3,73,25,24-06-2011,385520.71,0,84.94,3.594,218.45094,7.574
3,74,26,1/7/11,368962.72,0,85.1,3.524,218.5467052,7.567
3,75,27,8/7/11,395146.24,0,85.38,3.48,218.6424704,7.567
3,76,28,15-07-2011,373454.33,0,87.14,3.575,218.7275216,7.567
3,77,29,22-07-2011,360617.37,0,86.19,3.651,218.7857881,7.567
